"id","name","author","title","description","url","urlToImage","publishedAt","content"
NA,"Fastcompany.com","Pavithra Mohan","Six women running for election today on changing the face of politics","The demographics of U.S. Congress may not change drastically today, but these women have moved the goalposts. This election cycle, a record number of women are running for office, many of them as an act of resistance to the misogyny of the Trump presidency. W…","https://www.fastcompany.com/90261509/five-women-running-for-election-today-on-changing-the-face-of-politics?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcoexist%2Ffeed+%28Co.Exist%29","https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2018/11/p-1-five-women-running-for-election-today-on-changing-the-face-of-politics.jpg","2018-11-06T08:00:38Z","This election cycle, a record number of women are running for office, many of them as an act of resistance to the misogyny of the Trump presidency. Women have won an unprecedented number of primary races, with 272 of the 964 candidates running for political o… [+10760 chars]"
NA,"Fastcompany.com","Christopher Zara","Trouble voting? Call or text these 3 resources to report election problems now","With higher voter turnout comes more election mayhem. Voter turnout is looking like it’s off the charts in today’s midterm elections, and that means higher-than-usual instances of shady encounters and general mayhem at polling stations. We’ve already seen num…","https://www.fastcompany.com/90263438/trouble-voting-call-or-text-these-3-resources-to-report-election-problems-now?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcoexist%2Ffeed+%28Co.Exist%29","https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2018/11/p-1-trouble-voting-call-or-text-these-tk-election-resources-to-get-help-now.jpg","2018-11-06T16:10:13Z","Voter turnout is looking like it’s off the charts in today’s midterm elections, and that means higher-than-usual instances of shady encounters and general mayhem at polling stations. We’ve already seen numerous reports of long lines, faulty voting machines, a… [+1134 chars]"
NA,"Kansascity.com","Katy Bergen","With tight Davids-Yoder race, JoCo and WyCo voters could determine fate of US House - Kansas City Star","Kansas City Star With tight Davids-Yoder race, JoCo and WyCo voters could determine fate of US House Kansas City Star Voters in the Kansas suburbs could play a pivotal role in determining whether the U.S. House remains in Republican hands or shifts to Democra…","https://www.kansascity.com/news/politics-government/election/article221157085.html","https://www.kansascity.com/latest-news/3ey619/picture221210290/alternates/LANDSCAPE_1140/DAVIDS-YODER.jpg","2018-11-06T21:31:00Z","Voters in the Kansas suburbs could play a pivotal role in determining whether the U.S. House remains in Republican hands or shifts to Democratic control. Democrat Sharice Davids, a former White House fellow, is seeking to oust four-term Republican incumbent R… [+4966 chars]"
NA,"Aol.com","Alex Lasker","Michigan voters turned away due to missing voting machines - AOL","AOL Michigan voters turned away due to missing voting machines AOL Some early-morning voters in Michigan were reportedly turned away on Tuesday due to a set of missing voting machines. Constituents who showed up to cast their ballots at Martin Luther King Jr.…","https://www.aol.com/article/news/2018/11/06/michigan-voters-turned-away-due-to-missing-voting-machines/23581714/","https://o.aolcdn.com/images/dims3/GLOB/crop/4457x2923+0+17/resize/1028x675!/format/jpg/quality/85/https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-images%2F2018-11%2F4a2e8310-e1e6-11e8-9cbb-d6edb6008dc2","2018-11-06T18:02:20Z","Some early-morning voters in Michigan were reportedly turned away on Tuesday due to a set of missing voting machines. Constituents who showed up to cast their ballots at Martin Luther King Jr. High School in Detroit were dismayed to learn that election worker… [+5983 chars]"
NA,"Cbr.com","Kevin Melrose","The Arrowverse Is Taking Election Night Off, But The Gifted Isn't","Millions of American will be sitting on the edge of their seats tonight, watching the results of the midterm election trickle in. That, apparently, includes the residents of Central City and Freeland, because The Flas h and Black Lightning are taking this wee…","https://www.cbr.com/flash-black-lightning-reruns-election-night/","https://static1.cbrimages.com/wordpress/wp-content/uploads/2018/11/flash-season5-premiere.jpg","2018-11-06T04:11:51Z","Millions of American will be sitting on the edge of their seats tonight, watching the results of the midterm election trickle in. That, apparently, includes the residents of Central City and Freeland, because The Flas h and Black Lightning are taking this wee… [+2330 chars]"
NA,"Stylebyemilyhenderson.com","Emily","VOTE VOTE VOTE VOTE VOTE","Today is a big election day in our country so the EHD team is out voting this morning (or maybe they voted by mail and they are eating bagels by a pool on a rooftop in WEHO and taking advantage of getting the morning off). So stop reading and go VOTE VOTE VOT…","http://stylebyemilyhenderson.com/blog/vote-vote-vote-vote-vote","https://s3.amazonaws.com/sbeh-media-bucket/2018/11/VoteVoteVote_libbyvanderploeg.jpg","2018-11-06T15:06:37Z","Emily is a stylist, author and T.V. host with a strong commitment to vintage inspired approachable home style for every single person. Perfection is boring; Lets get weird. learn more I started this interior design blog in 2010 as a journal of my style and ho… [+1053 chars]"
NA,"Democracynow.org","mail@democracynow.org (Democracy Now!)","Women of Color Hope to Make History in 2018 Election with Wins in Congress and Governor's Races","A historic number of women of color are running for public office in today's election. At least 255 women are on the ballot as congressional candidates, including a record number of women of color. In Georgia, Stacey Abrams hopes to become the state's first b…","https://www.democracynow.org/2018/11/6/women_of_color_hope_to_make","https://www.democracynow.org/images/story/24/44624/full_hd/Seg-women-running.jpg","2018-11-06T13:26:55Z","This is viewer supported news. Please do your part today. Donate A historic number of women of color are running for public office in today’s election. At least 255 women are on the ballot as congressional candidates, including a record number of women of col… [+546 chars]"
NA,"Vanityfair.com","S.E. Cupp","The Conservative Coma","On the day of a historic election, the question remains: will John McCain’s brand of politics survive on the right? Or will it be eaten alive by the vicious race-baiting of the Trump era?","https://www.vanityfair.com/news/2018/11/the-conservative-coma-midterm-election","https://media.vanityfair.com/photos/5be1e232d397092d264cc110/16:9/w_1200,h_630,c_limit/conservative-coma-lede.jpg","2018-11-06T18:59:12Z","As I looked at my face, tears streaked through my makeup, sweat soaked my temples, my once-crisp black suit had softened into a moist second skin. The day had consisted of a blurred series of characteristically D.C. encounters ( Charlie Rose, Dick Cheney, Mar… [+11275 chars]"
NA,"Forbes.com","Simon Moore, Contributor, Simon Moore, Contributor https://www.forbes.com/sites/simonmoore/","What The Midterms Mean For The Markets","What do the midterm elections typically mean for the markets? We examine some historic trends.","https://www.forbes.com/sites/simonmoore/2018/11/05/what-the-midterms-mean-for-the-markets/","https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fdam%2Fimageserve%2Fe1d6140e533944579235b9e777cc0187%2F960x0.jpg%3Ffit%3Dscale","2018-11-06T04:13:00Z","Share to facebook Share to twitter Share to linkedin Photo credit: AP Photo/Nam Y. Huh It is perhaps not surprising that&amp;nbsp;stock markets can be more volatile &amp;nbsp;around elections, and, true to form, we've seen a rocky market in the lead up to the… [+9493 chars]"
NA,"Yahoo.com",NA,"Beto's unlikely quest to unseat Cruz comes down to Austin, Dallas, Lubbock, Midland... and everyplace else","Here are the places to watch as election results come in from Texas.","https://www.yahoo.com/news/betos-unlikely-quest-unseat-cruz-comes-austin-dallas-lubbock-midland-everyplace-else-164343805.html","https://s.yimg.com/uu/api/res/1.2/3139_9G4nASQBtrr8XwKqg--~B/aD0zMTQwO3c9NDcxMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en/homerun/feed_manager_auto_publish_494/c950d42209462700ca32bf13200100aa","2018-11-06T16:43:43Z","EL PASO, Texas After hundreds of rallies, more than $100 million in campaign contributions and massive national media attention, Texass surprisingly close U.S. Senate race between Republican Ted Cruz and Democrat Beto ORourke wound its way to the finish line … [+7591 chars]"
"time","Time","Emily Schmall and Bharatha Mallawarachi / AP","Sri Lankans March in Support of Strongman Mahinda Rajapaksa’s Return to Power","Tens of thousands of Sri Lankans marched in support of a new government led by the country's returned former strongman, Mahinda Rajapaksa","http://time.com/5445670/sri-lanka-march-mahinda-rajapaksa/","https://timedotcom.files.wordpress.com/2018/11/ap18309496527617.jpg?quality=85","2018-11-06T01:35:38Z","(COLOMBO, Sri Lanka) — Tens of thousands of Sri Lankans marched Monday in support of a new government led by the country’s former strongman, highlighting the political polarization in the Indian Ocean island nation. The rally near Parliament came amid a const… [+6364 chars]"
"cbs-news","CBS News","Andrea Park","Taylor Swift urges fans to vote on Election Day","In October, the pop star reportedly caused a spike in voter registrations both nationwide and in Tennessee when she spoke out on Instagram","https://www.cbsnews.com/news/taylor-swift-urges-fans-to-vote-on-election-day/","https://cbsnews2.cbsistatic.com/hub/i/r/2018/10/09/8d1d49c6-d494-4ddf-826d-d209b352d83c/thumbnail/1200x630g1/257aaf576f7d5aedaf4dd691e54326c7/gettyimages-1048368054.jpg","2018-11-06T15:01:02Z","Once known for her political silence, Taylor Swift is continuing her crusade to get fans to the polls on Election Day. In October, the pop star reportedly caused a spike in voter registrations both nationwide and in Tennessee when she spoke out on Instagram, … [+2559 chars]"
NA,"Securityweek.com","AFP","Facebook Blocks 115 Accounts on Eve of US Election","Facebook said Monday it blocked some 30 accounts on its platform and 85 more on Instagram after police warned they may be linked to ""foreign entities"" trying to interfere in the US midterm election. read more","https://www.securityweek.com/facebook-blocks-115-accounts-eve-us-election",NA,"2018-11-06T11:45:47Z","Facebook said Monday it blocked some 30 accounts on its platform and 85 more on Instagram after police warned they may be linked to ""foreign entities"" trying to interfere in the US midterm election. The announcement came shortly after US law enforcement and i… [+3748 chars]"
NA,"Fastcompany.com","Steven Melendez","So, why aren’t we voting with our smartphones already?","Tech investor Bradley Tusk is backing a digital ballot trial in West Virginia, but skeptics say paper ballots are needed for verifiable and secure voting. If tech investor and lobbyist Bradley Tusk gets his way, you might be able to vote in an upcoming electi…","https://www.fastcompany.com/90262632/so-why-arent-we-voting-with-our-smartphones-already?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcocreate%2Ffeed+%28Co.Create%29","https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2018/11/p-1-to-boost-turnout-we-need-smartphone-voting-says-tech-fixer-tusk.jpg","2018-11-06T08:00:02Z","If tech investor and lobbyist Bradley Tusk gets his way, you might be able to vote in an upcoming election from the comfort of your own home. Tusk, perhaps best known for his work helping Uber battle taxi regulators in cities around the country, sees smartpho… [+4870 chars]"
NA,"Fastcompany.com","Jesse Witt","Ted Cruz is still using a blacklisted Cambridge Analytica app developer","A Canadian data firm that is under investigation in multiple countries and suspended by Facebook built and maintained Ted Cruz’s campaign apps. In his re-election campaign’s final hours, Senator Ted Cruz (R-TX) is still deploying a smartphone app created by a…","https://www.fastcompany.com/90262252/ted-cruz-still-using-blacklisted-cambridge-analytica-app-developer?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcocreate%2Ffeed+%28Co.Create%29","https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2018/11/p-2-ted-cruz-CA-app.jpg","2018-11-06T17:59:29Z","In his re-election campaign’s final hours, Senator Ted Cruz (R-TX) is still deploying a smartphone app created by a software team at the heart of the Cambridge Analytica controversy. The app, Cruz Crew, was developed by AggregateIQ, a small Canadian data firm… [+19790 chars]"
NA,"Rawstory.com","Sarah K. Burris","Georgia and Texas might have voting problems and hacks but they’ll never fix it — here’s why","Georgia Secretary of State Brian Kemp revealed that the Georgia voter rolls were hacked just days before the election. Texas voting machines were changing Democratic votes to Republican. Every election it seems voter data and machines have problems, yet state…","https://www.rawstory.com/2018/11/georgia-texas-might-voting-problems-hacks-theyll-never-fix-heres/","https://www.rawstory.com/wp-content/uploads/2018/11/shutterstock_10042039-800x430.jpg","2018-11-06T20:58:59Z","Georgia Secretary of State Brian Kemp revealed that the Georgia voter rolls were hacked just days before the election. Texas voting machines were changing Democratic votes to Republican. Every election it seems voter data and machines have problems, yet state… [+3067 chars]"
NA,"Salon.com","Cody Fenwick","Paul Krugman warns 2018 may be the “last chance” to stop the Trumpism","He warns that Tuesday’s midterms could be the “last even halfway fair elections we’ll ever have.”","https://www.salon.com/2018/11/06/paul-krugman-warns-2018-may-be-the-last-chance-to-stop-the-trumpism_partner/","https://media.salon.com/2013/10/paul_krugman3.jpg","2018-11-06T21:15:03Z","With the 2018 midterm elections this week, Paul Krugman is hardly optimistic. In a new column for the New York Times, the economist warned Monday that no matter what the election brings, ""the aftermath will be ugly."" Nevertheless, one outcome is clearly bette… [+2543 chars]"
"cbs-news","CBS News","Irina Ivanova","After the election, investors can expect a ""relief"" rally","Investors stand to gain after voters have their say -- regardless of the party that comes out on top","https://www.cbsnews.com/news/election-results-stock-market-get-ready-for-a-relief-rally-in-the-markets/","https://cbsnews2.cbsistatic.com/hub/i/r/2018/11/06/2c6d18b7-7f0d-4fcd-8233-79f88a3fda36/thumbnail/1200x630/dc163a6608c9d4fb75754c4eb0be35cd/stocks-gettyimages-1055775410.jpg","2018-11-06T17:15:36Z","If history is any guide, investors can look forward to some good news after the midterms: A stock market rally. Every midterm election over the past 60 years has been followed by a rise in stocks, sometimes called a ""relief rally,"" market research shows. Over… [+1823 chars]"
NA,"Indianexpress.com","PTI","People start picketing before Mizoram CEO’s office demanding his removal","""As people have lost faith in him, the only solution for smooth conduct of the Assembly elections 2018 now would be removal of CEO S B Shashank from office forthwith,"" Chief Minister Lal Thanhawla had written to Prime Minister Narendra Modi Monday.","https://indianexpress.com/article/north-east-india/mizoram/people-start-picketing-before-mizoram-ceos-office-demanding-his-removal-5435855/","https://images.indianexpress.com/2018/11/lal-thanhawala-7591.jpg?w=759","2018-11-06T08:39:05Z","By: PTI | Aizawl | Updated: November 6, 2018 2:10:10 pm Mizoram Chief Minister Lal Thanhawla had written to Prime Minister Narendra Modi Monday regarding the matter. (File photo) People congregated in large numbers in front of Mizoram Chief Electoral Officer … [+3993 chars]"
"the-hindu","The Hindu","PTI","Karnataka CM, wife script history by entering Assembly together","Anitha Kumaraswamy registered a record victory in the Ramanagara assembly segment after defeating BJP candidate L Chandrashekar","https://www.thehindu.com/news/national/karnataka/karnataka-cm-wife-script-history-by-entering-assembly-together/article25434830.ece","https://www.thehindu.com/news/national/karnataka/pb8thm/article25434829.ece/ALTERNATES/LANDSCAPE_615/KUMASASWAMY","2018-11-06T15:42:19Z","Karnataka Chief Minister HD Kumaraswamy and his wife Anitha Kumaraswamy will script history when they enter the State Assembly as lawmakers. Ms. Anitha on Tuesday registered a record victory in the Ramanagara assembly segment after defeating BJP candidate L C… [+1255 chars]"
NA,"Forbes.com","Simon Mainwaring, Contributor, Simon Mainwaring, Contributor https://www.forbes.com/sites/simonmainwaring/","Purpose In Action: Why Brands Are Asking You To Vote","Belief-driven consumers will switch or choose brands based on its political or social stance on issues that matter to them.","https://www.forbes.com/sites/simonmainwaring/2018/11/06/purpose-in-action-why-brands-are-asking-you-to-vote/","https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fdam%2Fimageserve%2F1063184564%2F960x0.jpg%3Ffit%3Dscale","2018-11-06T06:11:00Z","The CEO of Levis, Chip Bergh, told the New York Times that, For democracy to work, people have to vote...the greatest threat to democracy is apathy. And in this midterm election, seemingly more so than any other in recent years, once apathetic brands are demo… [+9120 chars]"
NA,"Yahoo.com",NA,"Lines down the block","New Yorkers wait in the rain to vote in the midterm election.","https://www.yahoo.com/news/lines-down-block-185022148.html","https://s.yimg.com/uu/api/res/1.2/YOe5dlpfiEkWJ3jHjqPToQ--~B/aD03MjA7dz0xMjgwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://media.zenfs.com/en-US/video/video.abcnewsplus.com/d6896f057c6c8b1e6a7b9fe944b1a3b3","2018-11-06T18:50:22Z","New Yorkers wait in the rain to vote in the midterm election."
"usa-today","USA Today","Opinion contributor, Maria Svart, Opinion contributor","Capitalism only works for the rich. We deserve to share the wealth: Democratic Socialists","The core idea of democratic socialism is that we, working people, deserve better. We have a right to the wealth our labor creates.","https://www.usatoday.com/story/opinion/2018/11/06/democratic-socialists-america-we-deserve-share-wealth-column/1800923002/?utm_source=google&utm_medium=amp&utm_campaign=speakable","https://www.gannett-cdn.com/presto/2018/10/28/USAT/de4da479-5f5e-4f3f-88fb-53d11b50c7c8-GTY_987455660.JPG?crop=6558,3689,x0,y682&width=3200&height=1680&fit=bounds","2018-11-06T12:00:06Z","Rally against Immigration and Customs Enforcement (ICE) and the Trump administration's immigration policies organized by the Democratic Socialists of America in New York City on June 29, 2018 in New York City. (Photo: Drew Angerer, Getty Images) In the wealth… [+4448 chars]"
"al-jazeera-english","Al Jazeera English","Joe Macaron","Will the midterm elections affect Trump's Middle East strategy?","The Trump is likely to engage much more seriously in the Middle East after the US midterms.","https://www.aljazeera.com/indepth/opinion/midterm-elections-affect-trump-middle-east-strategy-181104135839130.html","https://www.aljazeera.com/mritems/Images/2018/11/6/6aad256a05c9409d86a7ae21eba4ec01_18.jpg","2018-11-06T09:54:42Z","Historically, the midterm elections in the US have often changed the power dynamics between the White House and the Congress, which has prompted US administrations to modify their approach to foreign affairs. In the recent past, there have been a number of su… [+6762 chars]"
NA,"Qz.com","Natasha Frost","High voter turn-out is causing delays at the ballot box","This year, Americans really, really want to vote. An estimated 40 million people have already cast their ballot via early voting, according to the U.S.…","https://qz.com/1452613/high-midterm-election-turn-out-is-causing-delays-at-the-ballot-box/","https://cms.qz.com/wp-content/uploads/2018/11/RTS24SC0-1-e1541536598258.jpg?quality=75&strip=all&w=1400","2018-11-06T21:26:08Z","This year, Americans really, really want to vote. An estimated 40 million people have already cast their ballot via early voting, according to the U.S. Election Project, up from 27.5 million early voters in the 2014 midterm elections. But high turnout at the … [+3625 chars]"
NA,"Rawstory.com","Texas Tribune","Justice Department will send election monitors to 3 Texas counties for Election Day","The U.S. Department of Justice announced plans on Monday to send election monitors from its Civil Rights Division to three Texas counties — Harris, Tarrant and Waller — for Tuesday’s election. The department said in a press release that monitors will keep an …","https://www.rawstory.com/2018/11/justice-department-will-send-election-monitors-3-texas-counties-election-day/","https://www.rawstory.com/wp-content/uploads/2018/08/shutterstock_1047600649-800x430.jpg","2018-11-06T12:07:22Z","The U.S. Department of Justice announced plans on Monday to send election monitors from its Civil Rights Division to three Texas counties Harris, Tarrant and Waller for Tuesday’s election. The department said in a press release that monitors will keep an eye … [+2086 chars]"
"the-hindu","The Hindu","Special Correspondent","Congress wrests Ballari from BJP","Congress recaptured its citadel with a bang, giving a severe jolt to the BJP. Congress candidate V.S. Ugrappa won the Ballari Lok Sabha byelection by a margin of 2,43,161 votes against his nearest BJP","https://www.thehindu.com/news/national/karnataka/congress-wrests-ballari-from-bjp/article25434731.ece","https://www.thehindu.com/news/national/karnataka/5j3uy5/article25434730.ece/ALTERNATES/LANDSCAPE_615/UGRAPPA","2018-11-06T14:15:37Z","Congress recaptured its citadel with a bang, giving a severe jolt to the BJP. Congress candidate V.S. Ugrappa won the Ballari Lok Sabha byelection by a margin of 2,43,161 votes against his nearest BJP rival J. Shanta, a former MP and sister of BJP strongman B… [+2616 chars]"
NA,"Newyorker.com","The New Yorker","Midterms 2018 Live Election Night Results","Live results and interactive maps of the House, Senate, and gubernatorial races of the 2018 midterm elections.","https://www.newyorker.com/news/news-desk/2018-midterms-live-election-coverage-and-results-as-polls-close","https://media.newyorker.com/photos/5be0f107f70d262a2d70b0c9/16:9/w_1200,h_630,c_limit/Election-Results-Map-SOCIAL.jpg","2018-11-06T23:25:27Z",NA
NA,"Theweek.com","Brendan Morrow","Trump allies fear his primary endorsements are coming back to haunt him","As they brace for election results, some allies of President Trump are reportedly concerned he backed the wrong candidates during some key Republican primaries this year. This is according to CNN's Kaitlan Collins, who mentioned during Election Night coverage…","https://theweek.com/speedreads/806003/trump-allies-fear-primary-endorsements-are-coming-back-haunt","https://images.theweek.com/sites/default/files/styles/tw_image_6_4/public/gettyimages-1057820188.jpg?itok=_e0z86N2","2018-11-06T23:38:58Z","No election results have come in yet, but Fox News' Greg Gutfeld is already preparing to shrug off potential Democratic gains in the House. During a special Election Night episode of The Five Tuesday, Gutfeld downplayed the implications of Democrats potential… [+855 chars]"
"vice-news","Vice News","Jason Koebler, Matthew Gault, Emanuel Maiberg","Here’s Why All the Voting Machines Are Broken and the Lines Are Extremely Long","Voting machines are breaking down across the country and America’s voting technology is in desperate need of a complete overhaul.","https://motherboard.vice.com/en_us/article/59vzgn/heres-why-all-the-voting-machines-are-broken-and-the-lines-are-extremely-long","https://video-images.vice.com/articles/5be2189e595ea8000613ab56/lede/1541544780390-vote.jpeg?crop=1xw:0.8439609902475619xh;center,center&resize=1200:*","2018-11-06T23:03:41Z","Every two years, America drags old, expensive, proprietary machines out of storage to perform the single most important technological task in a Democracy: count votes. And without fail, these machines break down in some districts, causing obscene waits and ge… [+5187 chars]"
NA,"Sacbee.com","Dan Smith","Polls are open until 8 pm: What you need to know before you vote - Sacramento Bee","Sacramento Bee Polls are open until 8 pm: What you need to know before you vote Sacramento Bee It's Election Day in California and you still haven't voted. Or even registered to vote. Here's what to do if you live in Sacramento County. I got this ballot in th…","https://www.sacbee.com/news/politics-government/election/local-election/article221153025.html","https://cf-images.us-east-1.prod.boltdns.net/v1/static/5502557042001/5dcbbf19-ae2e-4034-9e3b-77185892613c/56d1d0ce-bc87-43ac-9338-6a4be12c8b90/1280x720/match/image.jpg","2018-11-06T14:15:33Z","Its Election Day in California and you still havent voted. Or even registered to vote. Heres what to do if you live in Sacramento County. I got this ballot in the mail. Now what? Under a new voting system in use in five counties, including Sacramento, all reg… [+3405 chars]"
NA,"Weeklystandard.com","TWS Podcast","The Most Important Election?","Hosted by Charlie Sykes.","https://www.weeklystandard.com/tws-podcast/the-most-important-election","https://mediadc.brightspotcdn.com/dims4/default/50e25ca/2147483647/strip/true/crop/5568x2923+0+394/resize/1200x630!/quality/90/?url=https%3A%2F%2Fmediadc.brightspotcdn.com%2Ffb%2F52%2F5e9b83734adcbadd063d07334f67%2Fgettyimages-1057886308.jpg","2018-11-06T17:38:07Z","O n today's Daily Standard podcast, digital editor Jonathan V. Last and deputy online editor Jim Swift join host Charlie Sykes to talk about the most important election of our lifetimes and all the breaking news alerts to come. The Daily Standard is sponsored… [+257 chars]"
NA,"Theblaze.com","Sarah Taylor","Former FBI Director James Comey says the American people are experiencing an anti-Trump ‘awakening’","Former FBI Director James Comey believes that an anti-Trump movement is brewing and that a mass ""awakening"" is underway in the U.S. Comey detailed his beliefs in an Election Day op-ed for the New York Times.What did he say in the op-ed?In his op-ed, Comey wro…","https://www.theblaze.com/news/2018/11/06/former-fbi-director-james-comey-says-the-american-people-are-experiencing-an-anti-trump-awakening","https://www.theblaze.com/wp-content/uploads/2018/11/gettyimages-978816020-1280x720.jpg","2018-11-06T17:28:54Z","Former FBI Director James Comey believes that an anti-Trump movement is brewing and that a mass “awakening” is underway in the U.S. Comey detailed his beliefs in an Election Day op-ed for the New York Times. What did he say in the op-ed? In his op-ed, Comey w… [+1739 chars]"
NA,"Pjmedia.com","Glenn Reynolds","HA! I DID THIS FOR MSNBC ON ELECTION NIGHT 2004: Team to Provide Social Media Monitoring During El…","HA! I DID THIS FOR MSNBC ON ELECTION NIGHT 2004: Team to Provide Social Media Monitoring During Election. That was back when I had a blog on their site, before they went hard-left.","https://pjmedia.com/instapundit/312379/",NA,"2018-11-06T18:08:04Z","HA! I DID THIS FOR MSNBC ON ELECTION NIGHT 2004: Team to Provide Social Media Monitoring During Election. That was back when I had a blog on their site, before they went hard-left. Posted by Glenn Reynolds at 1:08 pm"
NA,"Thedailybeast.com","By kelly.weill@thedailybeast.com (Kelly Weill)","Right-Wing Pundits Say the Dead Are Committing Voter Fraud","Photo Illustration by The Daily Beast Hours ahead of the first election results, right-wing pundits are predicting voter fraud by Democrats—without evidence. President Donald Trump turned false allegations of voter fraud into a cornerstone of his presidential…","https://www.thedailybeast.com/right-wing-pundits-say-the-dead-are-committing-voter-fraud","https://img.thedailybeast.com/image/upload/c_crop,d_placeholder_euli9k,h_1440,w_2560,x_0,y_0/dpr_2.0/c_limit,w_740/fl_lossy,q_auto/v1541541255/181106-weill-dead-cronservatives-tease_zm9dzi","2018-11-06T21:55:10Z","Hours ahead of the first election results, right-wing pundits are predicting voter fraud by Democratswithout evidence. President Donald Trump turned false allegations of voter fraud into a cornerstone of his presidential campaign, telling supporters that Demo… [+3330 chars]"
NA,"Wsoctv.com","EndPlay","VOTER GUIDE: Everything you need to know about voting in the Carolinas - WSOC Charlotte","WSOC Charlotte VOTER GUIDE: Everything you need to know about voting in the Carolinas WSOC Charlotte Polls across North Carolina will open at 6:30 a.m. Tuesday and close at 7:30 p.m.. Elections officials said lines tend to be the longest before and after norm…","https://www.wsoctv.com/news/local/your-voting-guide-everything-to-know-before-heading-to-the-polls-in-the-carolinas/867067748","https://mediaweb.wsoctv.com/photo/2018/11/05/Vote-2018-1280x720_13590909_ver1.0_640_360.jpg","2018-11-06T09:56:15Z","North Carolina Polls across North Carolina will open at 6:30 a.m. Tuesday and close at 7:30 p.m. Elections officials said lines tend to be the longest before and after normal business hours. &gt;&gt; We'll have LIVE team coverage on Channel 9 Eyewitness News … [+3469 chars]"
NA,"Theonion.com","The Onion on Politics, shared by The Onion to The Onion","Man Wishes There Were Some Kind Of Pre-Midterm Race Where Voters Could Select Better Candidates","WARMINSTER, PA—Claiming he simply didn’t connect with any of the people running for office this year, voter Carson Smith voiced his desire Tuesday for some kind of pre-midterm election race where voters could choose from better candidates. “I would have loved…","https://politics.theonion.com/man-wishes-there-were-some-kind-of-pre-midterm-race-whe-1830255374","https://i.kinja-img.com/gawker-media/image/upload/s--dfHXjJsu--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/sqkwkz2clcogmpjq90ff.jpg","2018-11-06T16:59:00Z","WARMINSTER, PAClaiming he simply didnt connect with any of the people running for office this year, voter Carson Smith voiced his desire Tuesday for some kind of pre-midterm election race where voters could choose from better candidates. I would have loved a … [+653 chars]"
NA,"Realclearpolitics.com","Aaron Blake, WaPo","5 Possible Scenarios for Election Day, and What They'd Mean","5 Possible Scenarios for Election Day, and What They'd Mean | RealClearPolitics","https://www.realclearpolitics.com/2018/11/05/5_possible_scenarios_for_election_day_and_what_they039d_mean_458327.html",NA,"2018-11-06T03:31:06Z",NA
"the-guardian-au","The Guardian (AU)","Guardian Staff","Tuesday briefing: US to vote in midterm elections","Bitter and divisive campaign reaches climax … Hyde Park bomb suspect facing new charges … and Tim Berners-Lee unveils his ‘Magna Carta for the web’ Hello, I’m Warren Murray. Welcome to Tuesday’s news. Continue reading...","https://www.theguardian.com/world/2018/nov/06/tuesday-briefing-us-to-vote-in-midterm-elections","https://i.guim.co.uk/img/media/94d31b9dabd56243bce7b532fae025e19f1f75c9/590_586_2910_1747/master/2910.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=124190c58ddc47932d30b4c203eae4b2","2018-11-06T06:33:50Z","Top story: Referendum on Trump presidency Hello, Im Warren Murray. Welcome to Tuesdays news. The US midterm elections will be held today, to fill all 435 seats in the House of Representatives and 35 of the 100 seats in the Senate. Democrats are favoured to wi… [+9469 chars]"
NA,"Rollingstone.com","Jon Freeman","Justin Moore Announces Headlining 2019 Tour Dates","Arkansas native to be supported by Cody Johnson, Eric Paslay or Riley Green on select dates","https://www.rollingstone.com/music/music-country/justin-moore-2019-tour-dates-752455/","https://www.rollingstone.com/wp-content/uploads/2018/11/shutterstock_9353031ah.jpg","2018-11-06T17:04:32Z","Just a few weeks after releasing his new single, Justin Moore has announced a handful of headlining tour dates beginning in early 2019. Launching January 25th in Springfield, Illinois, the brief trek will take the Arkansas native around the Midwest and points… [+1441 chars]"
