num,URL,Author,Post,Month,Date,Year,date_code
1114,https://bitcointalk.org/index.php?topic=976903.3460,winspiral,"What is for you exactly ""gambling""this word is very ""general"" for me...if i translate in French...I found only ""generals words"" or many specific ones...And...investing is ""general"" too...sometimes or even often gambling and inverting is very close.",1,4,2016,1_4_2016
1115,https://bitcointalk.org/index.php?topic=976903.3440,Abiky,"Quote from: SebastianJu on January 03, 2016, 11:49:15 PMQuote from: YuginKadoya on January 03, 2016, 04:10:46 PMQuote from: adicted on January 03, 2016, 08:40:46 AMQuote from: Daijess on January 03, 2016, 03:42:54 AMa good method, is by having a good escrow service, and help people who need someone to trust, you can begin to charge something very small to encourage new adopters, something like 0.1 at launch would sufficeWith the recent incident where a reputable escrow scam people here on bitcointalk, I think running an escrow here is not a good idea in the meantime. The recent incident will somehow lower the trust of people (including me) on escrows here.That is a very sad news about escrow I have never heard a news about it and then your saying a well known escrow scam their btc that is so sad, it only shows that being human can lead you to make sin and I think he is waiting for an opportunity in fishing large transaction and hes aiming for the right time by gaining trust and a good service because that will be a high risk in making a plot that good.Unfortunately it seems to be that way. It was master-P, pretty well known escrow. :/See https://bitcointalk.org/index.php?topic=1306301.new#newStill, i hope that doesn't lead to more members don't using escrows since that, for sure, will allow way more scams. I know i prevented ALOT of scams by providing escrow.That is a little odd. I thought that most escrows here on BitcoinTalk were trusted but I guess that not everything can be fully trusted after all. Humans can be unpredictable sometimes and make these actions (like scamming) due to greediness or many other factors. This is something that has surprised me a lot.    It only tells me that you could get scammed your BTC in this forum, even with escrow. We have got to be more careful next time.  ",1,4,2016,1_4_2016
1116,https://bitcointalk.org/index.php?topic=976903.3460,BeGoods,"Quote from: Daijess on January 03, 2016, 03:42:54 AMa good method, is by having a good escrow service, and help people who need someone to trust, you can begin to charge something very small to encourage new adopters, something like 0.1 at launch would sufficeseems easy to be escrow but to get to that stage, you should have a positiv trust that much, you have to earn the trust from others usersi think income from escrow seems quite large",1,4,2016,1_4_2016
1117,https://bitcointalk.org/index.php?topic=976903.3440,newcoins1978,"Quote from: Daijess on January 03, 2016, 03:42:54 AMa good method, is by having a good escrow service, and help people who need someone to trust, you can begin to charge something very small to encourage new adopters, something like 0.1 at launch would sufficeHaving a service being escrow or web related it the best way to start earning.It's also fair since you offer something usable. But let's face it most people want as many free bitcoins as possible.",1,4,2016,1_4_2016
1118,https://bitcointalk.org/index.php?topic=976903.3460,sakira,"Quote from: BeGoods on January 04, 2016, 04:30:23 PMQuote from: Daijess on January 03, 2016, 03:42:54 AMa good method, is by having a good escrow service, and help people who need someone to trust, you can begin to charge something very small to encourage new adopters, something like 0.1 at launch would sufficeseems easy to be escrow but to get to that stage, you should have a positiv trust that much, you have to earn the trust from others usersi think income from escrow seems quite largeI think it is better to investments in lending, could in this forum with several members of trusted or in btcjam and loanbase.",1,4,2016,1_4_2016
1119,https://bitcointalk.org/index.php?topic=976903.3440,RealPhotoshoper,"Quote from: kevin go on January 03, 2016, 05:12:13 AMMy method right now just signature campaign and trading...really hope i got some new methods from u guys   Try to mining using your own rig , or you can rent it. Most people had same income way here in this community such as trading and from signature campaign.Just try something different, you can sell stuff for bitcoin, you can offer your ability in service section and many more way to grow your bitcoin.",1,4,2016,1_4_2016
1120,https://bitcointalk.org/index.php?topic=976903.3460,Farma,"Quote from: goinmerry on January 04, 2016, 06:12:41 AMQuote from: secone on January 04, 2016, 05:11:44 AMsignature campaign is good method, don't gamble your money, gambling is very high risk...trade is midle risk also midle profit and  i prefered trader than gamblingBut gambling could also make you some profit. It will still depend on you. Controlling yourself is also a way of taking out the risks of losing some of your money.I like it when the signature campaign used as one method to reproduce bitcoin you have, gambling is indeed one of the methods for growing bitcoin, but it is a method that is uncertain because it is not at any time you can win from gambling",1,4,2016,1_4_2016
1121,https://bitcointalk.org/index.php?topic=976903.3440,adibe,"Quote from: newcoins1978 on January 04, 2016, 01:32:07 AMQuote from: Daijess on January 03, 2016, 03:42:54 AMa good method, is by having a good escrow service, and help people who need someone to trust, you can begin to charge something very small to encourage new adopters, something like 0.1 at launch would sufficeHaving a service being escrow or web related it the best way to start earning.It's also fair since you offer something usable. But let's face it most people want as many free bitcoins as possible.Nah man, it's hard to have a service being escrow is you don't have reputation in this forum. signature campaign and twitter campaign is still the best for me.",1,4,2016,1_4_2016
1122,https://bitcointalk.org/index.php?topic=976903.3460,Farma,"Quote from: goinmerry on January 04, 2016, 06:12:41 AMQuote from: secone on January 04, 2016, 05:11:44 AMsignature campaign is good method, don't gamble your money, gambling is very high risk...trade is midle risk also midle profit and  i prefered trader than gamblingBut gambling could also make you some profit. It will still depend on you. Controlling yourself is also a way of taking out the risks of losing some of your money.I like it when the signature campaign used as one method to reproduce bitcoin you have, gambling is indeed one of the methods for growing bitcoin, but it is a method that is uncertain because it is not at any time you can win from gambling",1,4,2016,1_4_2016
1123,https://bitcointalk.org/index.php?topic=976903.3440,adibe,"Quote from: newcoins1978 on January 04, 2016, 01:32:07 AMQuote from: Daijess on January 03, 2016, 03:42:54 AMa good method, is by having a good escrow service, and help people who need someone to trust, you can begin to charge something very small to encourage new adopters, something like 0.1 at launch would sufficeHaving a service being escrow or web related it the best way to start earning.It's also fair since you offer something usable. But let's face it most people want as many free bitcoins as possible.Nah man, it's hard to have a service being escrow is you don't have reputation in this forum. signature campaign and twitter campaign is still the best for me.",1,4,2016,1_4_2016
1124,https://bitcointalk.org/index.php?topic=976903.3460,wikenpp,"The best and honest way it so start your bitcoin service and charge users a little fee for that.It needs some development and skills, but in the run you will earn every day.",1,4,2016,1_4_2016
1125,https://bitcointalk.org/index.php?topic=976903.3500,Proxiebuier,"for me signature campaign is good method to growing bitcoin, also we can invest money with buying altcoin, but you must doing more research before invest",1,5,2016,1_5_2016
1126,https://bitcointalk.org/index.php?topic=976903.3500,adicted,"Quote from: azguard on January 05, 2016, 10:22:26 AMQuote from: adicted on January 05, 2016, 10:14:25 AMQuote from: sakira on January 04, 2016, 04:53:29 PMQuote from: BeGoods on January 04, 2016, 04:30:23 PMQuote from: Daijess on January 03, 2016, 03:42:54 AMa good method, is by having a good escrow service, and help people who need someone to trust, you can begin to charge something very small to encourage new adopters, something like 0.1 at launch would sufficeseems easy to be escrow but to get to that stage, you should have a positiv trust that much, you have to earn the trust from others usersi think income from escrow seems quite largeI think it is better to investments in lending, could in this forum with several members of trusted or in btcjam and loanbase.Lending sites like BTCjam and loanbase suck as there is a big possibility that you will be just scammed. I also been ripped off on BTCjam before and I never go back to the site anymore. Lending on this forum will be better coz you can ask for a valid collateral which can help if ever the borrower will default on its loan.i dont think lending is good way maybe if you meet the person face to face but here i would skip it still good method is mining and signature camp and offering servicesAsking a valid collateral will be your guarantee that you won't lose on lending here, even on strangers. Its not necessary to meet up with the person you are lending for some bitcoin. Anyways if you still don't think its a good way, I respect your opinion",1,5,2016,1_5_2016
1127,https://bitcointalk.org/index.php?topic=976903.3500,zencomp,"Quote from: azguard on January 05, 2016, 10:22:26 AMQuote from: adicted on January 05, 2016, 10:14:25 AMQuote from: sakira on January 04, 2016, 04:53:29 PMQuote from: BeGoods on January 04, 2016, 04:30:23 PMQuote from: Daijess on January 03, 2016, 03:42:54 AMa good method, is by having a good escrow service, and help people who need someone to trust, you can begin to charge something very small to encourage new adopters, something like 0.1 at launch would sufficeseems easy to be escrow but to get to that stage, you should have a positiv trust that much, you have to earn the trust from others usersi think income from escrow seems quite largeI think it is better to investments in lending, could in this forum with several members of trusted or in btcjam and loanbase.Lending sites like BTCjam and loanbase suck as there is a big possibility that you will be just scammed. I also been ripped off on BTCjam before and I never go back to the site anymore. Lending on this forum will be better coz you can ask for a valid collateral which can help if ever the borrower will default on its loan.i dont think lending is good way maybe if you meet the person face to face but here i would skip it still good method is mining and signature camp and offering servicesAsking a valid collateral will be your guarantee that you won't lose on lending here, even on strangers. Its not necessary to meet up with the person you are lending for some bitcoin. Anyways if you still don't think its a good way, I respect your opinion",1,5,2016,1_5_2016
1128,https://bitcointalk.org/index.php?topic=976903.3500,Bitcoinbro,"Quote from: jt byte on January 05, 2016, 01:41:08 PMQuote from: Proxiebuier on January 05, 2016, 10:34:30 AMfor me signature campaign is good method to growing bitcoin, also we can invest money with buying altcoin, but you must doing more research before invest A signature campaign is an excellent way to get a little extra bitcon. But if you want to earn some real bitcoin start giving out loans or start some kind of service; like a translation service.Faucets shouldn't be on the list to grow your bitcoin.True faucets are just for learning about bitcoin. No way you can earn or grow you bitcoin substiantallyIn a few weeks I will try out the lending program, not sure if it's worthwhile but we will find out soon.",1,5,2016,1_5_2016
1129,https://bitcointalk.org/index.php?topic=976903.3500,ronaldo40,"Quote from: jt byte on January 05, 2016, 01:41:08 PMQuote from: Proxiebuier on January 05, 2016, 10:34:30 AMfor me signature campaign is good method to growing bitcoin, also we can invest money with buying altcoin, but you must doing more research before invest A signature campaign is an excellent way to get a little extra bitcon. But if you want to earn some real bitcoin start giving out loans or start some kind of service; like a translation service.Faucets shouldn't be on the list to grow your bitcoin.translation service payment rate is not very high, but first I have done translation services, I usually do it in the thread altcoin and once the translation I can get about 0.1, but is now smaller",1,5,2016,1_5_2016
1130,https://bitcointalk.org/index.php?topic=976903.3500,JITENDERPAR2,since  i am new in the world of forex currency .but i think that the best way to earn bitcoins issignature campaign but it should not used as to earn btc but for increase own knowledge .many of my friends are working on trading  and also they earn a lot of amount of btc as per month income .so i think trading is also a better way to earn money,1,5,2016,1_5_2016
1131,https://bitcointalk.org/index.php?topic=976903.3500,MTBTT,"Quote from: Proxiebuier on January 05, 2016, 10:34:30 AMfor me signature campaign is good method to growing bitcoin, also we can invest money with buying altcoin, but you must doing more research before invest I'm not going to talk about a signature campaign, because everyone would already know it,I would comment on, who do you mean by investing in altcoin?what should be in research on altcoin, I think altcoin too volatile compared with bitcoin and a altcoin would surely die, what are you still confident to invest there?",1,5,2016,1_5_2016
1132,https://bitcointalk.org/index.php?topic=976903.3500,sakira,"Quote from: BeGoods on January 05, 2016, 01:21:13 PMQuote from: sakira on January 04, 2016, 04:53:29 PMQuote from: BeGoods on January 04, 2016, 04:30:23 PMQuote from: Daijess on January 03, 2016, 03:42:54 AMa good method, is by having a good escrow service, and help people who need someone to trust, you can begin to charge something very small to encourage new adopters, something like 0.1 at launch would sufficeseems easy to be escrow but to get to that stage, you should have a positiv trust that much, you have to earn the trust from others usersi think income from escrow seems quite largeI think it is better to investments in lending, could in this forum with several members of trusted or in btcjam and loanbase.yeah I ever tried to grow bitcoin from lending, I several times lend money to someone, but most of them only mode to sell their accounts, I have 5 default loan account hmm, not a good ideahmm but you can sell 5 that account, I think you could get more profit than the original price.",1,5,2016,1_5_2016
1133,https://bitcointalk.org/index.php?topic=976903.3480,adicted,"Quote from: psy0 on January 04, 2016, 06:09:40 PMTrading altcoin is very good way to earn money.But you need to find stable coin.I think it is hard to get profit on trading altcoin with a stable price coz as far as I know traders do prefer those that has fluctuating price and quite unstable. On that note, traders will manage to get profit with the price movement. BTW trading altcoin is really interesting, I might try it one day",1,5,2016,1_5_2016
1134,https://bitcointalk.org/index.php?topic=976903.3500,safari88,"Quote from: Proxiebuier on January 05, 2016, 10:34:30 AMfor me signature campaign is good method to growing bitcoin, also we can invest money with buying altcoin, but you must doing more research before invest yeah I collect bitcoin from the signature campaign, then I use it to play altcoin trading",1,5,2016,1_5_2016
1135,https://bitcointalk.org/index.php?topic=976903.3480,shane,"Quote from: wafersticks09 on January 04, 2016, 11:30:38 PMQuote from: Coin0fMisery on January 04, 2016, 11:10:56 PMTrading, but likely you will lose bitcoins. Easiest way is to just hold them, and exhange money for more BTCThis is way better trading BTC to dollars than trading BTC into alt coin. Most of alt coin now is just a shit coin.agree with you, in middle 2015 arround juni-agustus, Im lose at some Shitcoin, like gorillabuck, droidz, and more im forget it , trading altcoin is very hard, also the voltage up and down quickly, someday i get profit 03btc at paycoin (XPY) in 2days and i lose 1,3btc at 1day ",1,5,2016,1_5_2016
1136,https://bitcointalk.org/index.php?topic=976903.3500,SebastianJu,"Quote from: adibe on January 04, 2016, 01:47:20 AMQuote from: newcoins1978 on January 04, 2016, 01:32:07 AMQuote from: Daijess on January 03, 2016, 03:42:54 AMa good method, is by having a good escrow service, and help people who need someone to trust, you can begin to charge something very small to encourage new adopters, something like 0.1 at launch would sufficeHaving a service being escrow or web related it the best way to start earning.It's also fair since you offer something usable. But let's face it most people want as many free bitcoins as possible.Nah man, it's hard to have a service being escrow is you don't have reputation in this forum. signature campaign and twitter campaign is still the best for me.I agree... even old escrows would probably earn more a week when doing signature posting than escrowing. It's way worse for a new escrow who has to find users that want to use him regularly first.Escrowing for the most part is not a well paid service, for most escrows it's more an idealistic job in an attempt to make it harder for scammers.",1,5,2016,1_5_2016
1137,https://bitcointalk.org/index.php?topic=976903.3480,pocarime32,"Quote from: YoonYeonghwa on January 04, 2016, 11:37:42 PMIf you only want safe investments. Those are the only ones. Signature campaign is definitely the best.Signature campaign is not investments though. it's like a job to me, work by posting in this forum. and yeah signature campaign is the best methods to grows your bitcoin.",1,5,2016,1_5_2016
1138,https://bitcointalk.org/index.php?topic=976903.3500,Arrakeen,"Quote from: safari88 on January 05, 2016, 05:27:14 PMQuote from: Proxiebuier on January 05, 2016, 10:34:30 AMfor me signature campaign is good method to growing bitcoin, also we can invest money with buying altcoin, but you must doing more research before invest yeah I collect bitcoin from the signature campaign, then I use it to play altcoin trading Has trading altcoins been profitable for you? Or would it be better to just hold the btc from sig campaigns?",1,5,2016,1_5_2016
1139,https://bitcointalk.org/index.php?topic=976903.3480,goinmerry,"Quote from: YoonYeonghwa on January 04, 2016, 11:37:42 PMIf you only want safe investments. Those are the only ones. Signature campaign is definitely the best.Yes plus those other websites that pays you whenever you share something that is a good post or some news regarding bitcoin, I dont really know how they profit in this kind of websites but it is still good if they are paying.",1,5,2016,1_5_2016
1140,https://bitcointalk.org/index.php?topic=976903.3500,Crypto_Boost,"There is only one proven method I know of,.. CryptoBoost",1,5,2016,1_5_2016
1141,https://bitcointalk.org/index.php?topic=976903.3480,azguard,"Quote from: psy0 on January 04, 2016, 06:09:40 PMTrading altcoin is very good way to earn money.But you need to find stable coin.you can trade any altcoin but you have in mind this that most of alt are scams they have some price then they jump you buy then rapidly fall you lost not good option but if you're good then ok",1,5,2016,1_5_2016
1142,https://bitcointalk.org/index.php?topic=976903.3500,wikenpp,"When it comes to bitcoin there are many ways to earn free bitcoinsFaucets, don't pay much but it's freeSig. campaignDoing tasks for bitcoin.",1,5,2016,1_5_2016
1143,https://bitcointalk.org/index.php?topic=976903.3480,goinmerry,"Quote from: azguard on January 05, 2016, 07:19:50 AMQuote from: psy0 on January 04, 2016, 06:09:40 PMTrading altcoin is very good way to earn money.But you need to find stable coin.you can trade any altcoin but you have in mind this that most of alt are scams they have some price then they jump you buy then rapidly fall you lost not good option but if you're good then okBut those jumps can also be profitable if you would know when it will rise or fall right? I am still getting some knowledge about those altcoins and still cant understand much.",1,5,2016,1_5_2016
1144,https://bitcointalk.org/index.php?topic=976903.3500,Amph,"Quote from: pocarime32 on January 05, 2016, 07:00:03 AMQuote from: YoonYeonghwa on January 04, 2016, 11:37:42 PMIf you only want safe investments. Those are the only ones. Signature campaign is definitely the best.Signature campaign is not investments though. it's like a job to me, work by posting in this forum. and yeah signature campaign is the best methods to grows your bitcoin.it's an investment, you actually invest your money, which is as valuable as money, since you cna always use thta time to earn in another way, but instead you're using it for sig campaign",1,5,2016,1_5_2016
1145,https://bitcointalk.org/index.php?topic=976903.3480,agustina2,"Beware of shitcoins. That's why for a newbie I don't recommending altcoin trading as it's only for an average bitcoin knowledge. There is a so called trap so for now, you can do focusing on bitcoin trading.",1,5,2016,1_5_2016
1146,https://bitcointalk.org/index.php?topic=976903.3500,PantFire,Join signature campaign and you work is equal to your salary industrious is your capital in this community if you are only idle you cannot make a money or gain,1,5,2016,1_5_2016
1147,https://bitcointalk.org/index.php?topic=976903.3480,winspiral,"In general good methods are always the same...but life of methods are very different.today sign campaign are told for good...okif tomorrow each member here asks for a sign campaign...believe me it will then be the worst method.advertiser canot give more than their incomes...if you have 1000000 publishers...the advertisers cannot pay high 1000000 publishers.2 solutions:they pay less each publisheror they select the publishersSo you can take any method...a method is never the best a long time...if it were so...it would be know.it is called the ""market regulation""",1,5,2016,1_5_2016
1148,https://bitcointalk.org/index.php?topic=976903.3500,newcoins1978,"Quote from: PantFire on January 05, 2016, 09:32:28 PMJoin signature campaign and you work is equal to your salary industrious is your capital in this community if you are only idle you cannot make a money or gainSignature campaigns are nice but it's not sufficient. Therefore i try to do task and 'work' for my money.The payout is much better and the reward of doing something makes it complete.",1,5,2016,1_5_2016
1149,https://bitcointalk.org/index.php?topic=976903.3480,adicted,"Quote from: sakira on January 04, 2016, 04:53:29 PMQuote from: BeGoods on January 04, 2016, 04:30:23 PMQuote from: Daijess on January 03, 2016, 03:42:54 AMa good method, is by having a good escrow service, and help people who need someone to trust, you can begin to charge something very small to encourage new adopters, something like 0.1 at launch would sufficeseems easy to be escrow but to get to that stage, you should have a positiv trust that much, you have to earn the trust from others usersi think income from escrow seems quite largeI think it is better to investments in lending, could in this forum with several members of trusted or in btcjam and loanbase.Lending sites like BTCjam and loanbase suck as there is a big possibility that you will be just scammed. I also been ripped off on BTCjam before and I never go back to the site anymore. Lending on this forum will be better coz you can ask for a valid collateral which can help if ever the borrower will default on its loan.",1,5,2016,1_5_2016
1150,https://bitcointalk.org/index.php?topic=976903.3500,phreaky,Best way to grow you income/bitcoins is faucets if you are lazy and don't want to work.Take notice by working the same amount of time you spend on faucets you could make a tenfold or more.,1,5,2016,1_5_2016
1151,https://bitcointalk.org/index.php?topic=976903.3480,adicted,"Quote from: sakira on January 04, 2016, 04:53:29 PMQuote from: BeGoods on January 04, 2016, 04:30:23 PMQuote from: Daijess on January 03, 2016, 03:42:54 AMa good method, is by having a good escrow service, and help people who need someone to trust, you can begin to charge something very small to encourage new adopters, something like 0.1 at launch would sufficeseems easy to be escrow but to get to that stage, you should have a positiv trust that much, you have to earn the trust from others usersi think income from escrow seems quite largeI think it is better to investments in lending, could in this forum with several members of trusted or in btcjam and loanbase.Lending sites like BTCjam and loanbase suck as there is a big possibility that you will be just scammed. I also been ripped off on BTCjam before and I never go back to the site anymore. Lending on this forum will be better coz you can ask for a valid collateral which can help if ever the borrower will default on its loan.",1,5,2016,1_5_2016
1152,https://bitcointalk.org/index.php?topic=976903.3500,phreaky,Best way to grow you income/bitcoins is faucets if you are lazy and don't want to work.Take notice by working the same amount of time you spend on faucets you could make a tenfold or more.,1,5,2016,1_5_2016
1153,https://bitcointalk.org/index.php?topic=976903.3480,azguard,"Quote from: adicted on January 05, 2016, 10:14:25 AMQuote from: sakira on January 04, 2016, 04:53:29 PMQuote from: BeGoods on January 04, 2016, 04:30:23 PMQuote from: Daijess on January 03, 2016, 03:42:54 AMa good method, is by having a good escrow service, and help people who need someone to trust, you can begin to charge something very small to encourage new adopters, something like 0.1 at launch would sufficeseems easy to be escrow but to get to that stage, you should have a positiv trust that much, you have to earn the trust from others usersi think income from escrow seems quite largeI think it is better to investments in lending, could in this forum with several members of trusted or in btcjam and loanbase.Lending sites like BTCjam and loanbase suck as there is a big possibility that you will be just scammed. I also been ripped off on BTCjam before and I never go back to the site anymore. Lending on this forum will be better coz you can ask for a valid collateral which can help if ever the borrower will default on its loan.i dont think lending is good way maybe if you meet the person face to face but here i would skip it still good method is mining and signature camp and offering services",1,5,2016,1_5_2016
1154,https://bitcointalk.org/index.php?topic=976903.3520,Munouhapi,I myself could be a gigolo? but alas am not pretty enough to the ladieshmmmmm....old folks home........spins car around......,1,6,2016,1_6_2016
1155,https://bitcointalk.org/index.php?topic=976903.3540,safari88,"Quote from: Arrakeen on January 05, 2016, 07:21:09 PMQuote from: safari88 on January 05, 2016, 05:27:14 PMQuote from: Proxiebuier on January 05, 2016, 10:34:30 AMfor me signature campaign is good method to growing bitcoin, also we can invest money with buying altcoin, but you must doing more research before invest yeah I collect bitcoin from the signature campaign, then I use it to play altcoin trading Has trading altcoins been profitable for you? Or would it be better to just hold the btc from sig campaigns? yes of course altcoins trading profitable for me. it was also nice hold bitcoin from the signature campaign, but it is better to grow more so that my bitcoin more.",1,6,2016,1_6_2016
1156,https://bitcointalk.org/index.php?topic=976903.3520,senyorito123,,1,6,2016,1_6_2016
1157,https://bitcointalk.org/index.php?topic=976903.3540,betohell,,1,6,2016,1_6_2016
1158,https://bitcointalk.org/index.php?topic=976903.3520,ajun96,"Quote from: kevin go on January 04, 2016, 02:34:22 AMsignature campaign ,trading and gamblingsignature i think is a good way to earn...trading also good but need to predict the btc up and down...gambling is not recommended high risk but high profit also if win...i just doing that 3...hope i can find new methods..I look at this thread, mostly just a signature campaign, trading and gamblingI also need new ideas to grow my bitcoin,I want something that is anti-mainstream",1,6,2016,1_6_2016
1159,https://bitcointalk.org/index.php?topic=976903.3540,wikenpp,"Quote from: betohell on January 06, 2016, 04:51:48 PMQuote from: RealPhotoshoper on January 04, 2016, 01:40:39 AMQuote from: kevin go on January 03, 2016, 05:12:13 AMMy method right now just signature campaign and trading...really hope i got some new methods from u guys   Try to mining using your own rig , or you can rent it. Most people had same income way here in this community such as trading and from signature campaign.Just try something different, you can sell stuff for bitcoin, you can offer your ability in service section and many more way to grow your bitcoin.i have tried to rent the rig and rent GHS at a site, I forgot where i have rent the site, it seems eobot.. i rental rig and GHS but instead of a profit, even lossi recommend to cloud mining compared with a rent rig. you can try with the ore mineI use to follow the altcoin section and then went renting out rigs when a new coin popped out.Never had any real luck since so many new altcoins pop out to be a scam in the end.",1,6,2016,1_6_2016
1160,https://bitcointalk.org/index.php?topic=976903.3520,YuginKadoya,"Quote from: senyorito123 on January 06, 2016, 06:22:07 AMi probably go for gambling (not advisable). you have a chance of 50/50 on winning you can probably earn in gambling but like what you said there is a 50/50 chance on winning it but it is still a method in earning lots of bitcoin thought OP really wants to know every nooks and crannies about bitcoin on posting this thread. but gambling is not advisable with the addictive individual.",1,6,2016,1_6_2016
1161,https://bitcointalk.org/index.php?topic=976903.3540,Zaun,"Cloud mining is dead, so is rig rentals and altcoins altogether (unless you are a scammer offcourse)Either go with faucets or try to do some task in return for bitcoin.",1,6,2016,1_6_2016
1162,https://bitcointalk.org/index.php?topic=976903.3520,winspiral,"Quote from: YuginKadoya on January 06, 2016, 09:15:06 AMQuote from: senyorito123 on January 06, 2016, 06:22:07 AMi probably go for gambling (not advisable). you have a chance of 50/50 on winning you can probably earn in gambling but like what you said there is a 50/50 chance on winning it but it is still a method in earning lots of bitcoin thought OP really wants to know every nooks and crannies about bitcoin on posting this thread. but gambling is not advisable with the addictive individual. 50/50 os okbut if you have 100% chance to earn it is good as well.",1,6,2016,1_6_2016
1163,https://bitcointalk.org/index.php?topic=976903.3540,winspiral,"Quote from: Zaun on January 06, 2016, 07:51:59 PMCloud mining is dead, so is rig rentals and altcoins altogether (unless you are a scammer offcourse)Either go with faucets or try to do some task in return for bitcoin.I agree...it is why I propose cloudmining set on faucet system where you can buy for free (same as with faucet) and sell with profit (same as with faucet) if you have shares of course.One has to be inovative...it is why internet is so great...(belive the old man i am)(lol)",1,6,2016,1_6_2016
1164,https://bitcointalk.org/index.php?topic=976903.3520,jerowacik,"Quote from: senyorito123 on January 06, 2016, 06:22:07 AMi probably go for gambling (not advisable). you have a chance of 50/50 on winning Only gambling bet , put your luck . Opportunities to review opportunities to win and lose is the same magnitude . ",1,6,2016,1_6_2016
1165,https://bitcointalk.org/index.php?topic=976903.3540,Arrakeen,"Quote from: winspiral on January 06, 2016, 08:04:00 PMQuote from: Zaun on January 06, 2016, 07:51:59 PMCloud mining is dead, so is rig rentals and altcoins altogether (unless you are a scammer offcourse)Either go with faucets or try to do some task in return for bitcoin.I agree...it is why I propose cloudmining set on faucet system where you can buy for free (same as with faucet) and sell with profit (same as with faucet) if you have shares of course.One has to be inovative...it is why internet is so great...(belive the old man i am)(lol)You really have to update that site...looks like something from 1995 lolPeople won't trust 'buying shares' when you have old screenshots of random USB miners ",1,6,2016,1_6_2016
1166,https://bitcointalk.org/index.php?topic=976903.3520,adicted,"Quote from: phreaky on January 05, 2016, 11:10:42 PMBest way to grow you income/bitcoins is faucets if you are lazy and don't want to work.Take notice by working the same amount of time you spend on faucets you could make a tenfold or more.Faucets do need a lot of work to earn a decent amount with bitcoin and it won't be suitable for lazy people. I think it won't be a ""best"" way to grow your bitcoins, even with lazy people. Probably cloud mining will be perfect for lazy ppl, they will just buy some hashes and just look at their account day by day for earnings update. Its risky though.",1,6,2016,1_6_2016
1167,https://bitcointalk.org/index.php?topic=976903.3540,winspiral,"Quote from: Arrakeen on January 06, 2016, 08:07:59 PMQuote from: winspiral on January 06, 2016, 08:04:00 PMQuote from: Zaun on January 06, 2016, 07:51:59 PMCloud mining is dead, so is rig rentals and altcoins altogether (unless you are a scammer offcourse)Either go with faucets or try to do some task in return for bitcoin.I agree...it is why I propose cloudmining set on faucet system where you can buy for free (same as with faucet) and sell with profit (same as with faucet) if you have shares of course.One has to be inovative...it is why internet is so great...(belive the old man i am)(lol)You really have to update that site...looks like something from 1995 lolPeople won't trust 'buying shares' when you have old screenshots of random USB miners  Follow the fashion...often the sixties come back (lol)I propose ""newage"" systems (lol) ...for the design,it would be too expensive...and for what?to hear that one does not like flowers and the otherone does not like pink and the other one does not like Switzer cheese(lol)",1,6,2016,1_6_2016
1168,https://bitcointalk.org/index.php?topic=976903.3520,chaser15,"All the methods stated here, if you are lazy and will not focus on any method you like still it won't grow your bitcoin. After all, the best method is workmanship and passion.",1,6,2016,1_6_2016
1169,https://bitcointalk.org/index.php?topic=976903.3520,goinmerry,"Quote from: senyorito123 on January 06, 2016, 06:22:07 AMi probably go for gambling (not advisable). you have a chance of 50/50 on winning That's a real no for my opinion only. Tried it and all lose. After winning so much you become greedy and want some more. Then lose it all in an instant that you wont even remember what happened.",1,6,2016,1_6_2016
1170,https://bitcointalk.org/index.php?topic=976903.3520,azguard,"Quote from: adicted on January 05, 2016, 11:01:28 AMQuote from: azguard on January 05, 2016, 10:22:26 AMQuote from: adicted on January 05, 2016, 10:14:25 AMQuote from: sakira on January 04, 2016, 04:53:29 PMQuote from: BeGoods on January 04, 2016, 04:30:23 PMQuote from: Daijess on January 03, 2016, 03:42:54 AMa good method, is by having a good escrow service, and help people who need someone to trust, you can begin to charge something very small to encourage new adopters, something like 0.1 at launch would sufficeseems easy to be escrow but to get to that stage, you should have a positiv trust that much, you have to earn the trust from others usersi think income from escrow seems quite largeI think it is better to investments in lending, could in this forum with several members of trusted or in btcjam and loanbase.Lending sites like BTCjam and loanbase suck as there is a big possibility that you will be just scammed. I also been ripped off on BTCjam before and I never go back to the site anymore. Lending on this forum will be better coz you can ask for a valid collateral which can help if ever the borrower will default on its loan.i dont think lending is good way maybe if you meet the person face to face but here i would skip it still good method is mining and signature camp and offering servicesAsking a valid collateral will be your guarantee that you won't lose on lending here, even on strangers. Its not necessary to meet up with the person you are lending for some bitcoin. Anyways if you still don't think its a good way, I respect your opinion everyone has his or her opinion mine is that lending is not good way some bad personally experience with friends and dont like lending money or anything to anyone",1,6,2016,1_6_2016
1171,https://bitcointalk.org/index.php?topic=976903.3520,Imoote,"Quote from: goinmerry on January 06, 2016, 10:04:40 AMQuote from: senyorito123 on January 06, 2016, 06:22:07 AMi probably go for gambling (not advisable). you have a chance of 50/50 on winning That's a real no for my opinion only. Tried it and all lose. After winning so much you become greedy and want some more. Then lose it all in an instant that you wont even remember what happened.Yes gambling is detrimental.We're going to win in gambling if we bet a lot of bitcoin it can help. But if you want to collect bitcoin signature campaign should just try it can gather without our issuing bitcoin bitcoin and we have nothing to lose",1,6,2016,1_6_2016
